Id,SalePrice
2700,201062.1063718635
217,146317.52111665462
343,172474.05216725828
386,233845.82185031872
2005,95924.00823961195
2908,132462.88542191545
1814,216282.8453743641
2446,540018.0019862277
208,128671.10171724518
1679,113569.29769555056
822,322827.1084258642
6,182257.32022060116
1781,384934.81665790436
2397,273002.78545342485
2340,291164.8632973527
1618,166359.86907273313
2843,144874.49683704338
1061,345210.24071948166
2786,120560.56752572942
1935,131110.46262658085
1341,89537.88827057961
521,266922.1922560492
2136,133713.49611947517
996,177862.375751657
227,143094.7804753412
135,150513.14306467137
1167,161243.419436856
294,240420.04211538867
1776,203825.54233692132
540,173363.539072528
1717,188841.90260438088
2303,123768.10153370847
116,172019.9715646828
127,134784.56543381288
1371,121049.24433429189
1014,173886.02130085917
1507,92894.70742597454
702,143849.86089183102
750,147717.94541900678
261,149048.1387169955
1559,69870.86724233531
577,238195.94618923203
2812,211146.97567911202
2080,161879.35181506333
1368,109811.55981066788
2376,120897.18885858626
659,113375.84105193845
1235,129181.66769635111
332,89673.84034959496
1917,138635.81667262164
2094,249755.81525492933
1460,261028.95635004036
1471,195159.02004005862
1509,118539.06188843222
1922,126862.5448556763
433,516997.0444368553
460,278632.8330605559
1116,248995.29391125723
1137,156765.19066981642
53,183577.18623324987
2354,234490.62665938764
1475,213809.60470745814
1761,760192.4496687292
842,135029.11403141968
2739,166747.9073694021
2509,170405.07745308208
1007,213382.69266174795
2610,179191.30856233352
1952,109676.26424742141
2719,198236.0870276624
2921,95705.14036840387
1966,140939.65322474312
292,126165.31517438032
1204,191206.03912703032
1829,234583.18367596754
2419,195832.89903755838
391,162669.76624584434
798,124832.2713832744
481,195990.3194291474
193,194224.25704154602
555,126769.226547422
899,68058.29083164151
2357,184957.45160654388
328,113446.21242154119
1356,107805.8649992584
1154,120715.65427111082
1730,178223.97271341528
2249,144236.31483700234
1119,253084.00834970264
2856,133664.64407402446
1394,132671.93226719744
2587,121187.71406451304
61,328756.51737854135
2661,177055.3335285671
2711,132082.4672819924
1147,183323.5979965708
757,125922.45264389398
2623,98431.20134670974
2378,150209.2688512395
1413,133243.7915927382
1722,226448.1455133093
1112,207738.67048889378
1623,181208.7193862833
1201,193667.0958539427
1513,117903.18681816821
957,253214.69187101416
1171,268876.8191912605
1145,203301.69074043693
2726,241618.00896555197
703,138892.90372631664
760,93341.07820358008
1964,136774.92008981892
2512,181970.58519883678
159,142711.51465750186
1281,170046.50249763654
468,177330.33401165614
290,125750.3061967893
665,115940.65875572461
1463,274342.64194130845
1792,241649.18134302477
923,161044.61897830095
500,273545.7893597781
1408,127975.28505266883
331,82042.0836603395
170,114687.989697083
2192,99236.4716573614
2571,290822.5629297995
2314,164716.56550015486
2647,100449.32855626606
422,410619.576712429
2457,331864.62366368825
1838,206651.80355577508
2805,248546.50305072064
1645,167344.29770189853
1711,306547.63059827127
2825,247208.09030950692
322,373685.85580294515
2103,264036.7489966244
342,126009.27159741835
600,113114.74251666272
488,183238.08747236882
1725,329872.1351216964
2246,265475.5822166454
2847,152373.17533299746
806,247549.84414744552
530,223384.80567963456
963,186438.95231042992
2678,82229.315474996
171,88857.59074681706
2401,431174.1626866645
805,218892.82951419993
2259,196820.80199720792
1748,174333.96564617503
1361,130974.69474943758
1677,115477.68568344961
1406,141841.62662551916
2322,232537.70378858142
688,170664.34628511887
143,141929.19995618385
804,202710.6334780457
1214,158815.0860852059
2828,129028.68118439989
1999,146936.36276164337
2467,197882.36670277812
2665,155075.65176021116
1538,349892.69420934934
398,113179.22503154655
2822,138966.8445422705
2157,144943.49047216328
1856,167191.3543904851
1269,104523.13332145642
2570,127079.33171875894
2320,252301.4931404366
1517,126040.61188460609
2304,121363.15498815957
1312,94886.02115792688
2012,127630.05944598562
506,212389.72968708462
2865,212895.35498275064
2367,105759.01312315509
554,113798.3657610141
238,128333.43868191518
1954,120542.30129158778
2488,129364.32669365867
2291,99426.901865779
1969,100653.13841125592
2725,146358.1333635393
1482,145082.7596330429
2763,202383.5778325399
503,235094.91543761513
1584,233790.79407246658
1531,175814.0414764927
2210,205649.91421100483
459,332122.36287850514
556,129251.4411636405
1347,139324.62914577223
1290,94051.4738863242
1388,113789.73308172192
1571,179827.6304328486
2754,201428.63327338567
765,131266.1919409235
2494,127527.85266638901
2870,203287.43379724966
7,219868.19731700732
1114,236540.4333818051
2418,282867.5325799396
291,132637.57106680478
18,334118.5010966365
39,356224.08246180834
1001,255648.53765301028
2442,240312.41870344212
616,128222.27887565824
2680,66422.61720202894
1414,118292.76039944735
289,149975.66282892996
40,255752.67274615858
860,126927.76437831992
409,144719.47999932282
673,131075.6052591762
2427,183329.58238493357
2036,171135.98860709104
2564,142884.51880496967
642,180449.72520157357
1008,186573.54578876373
1908,131966.41291635713
2519,193909.85726384076
1369,90209.64708771993
2855,176561.11341281832
712,96177.33114035845
1943,106112.0430890342
1958,129477.17695020053
107,163683.43599436834
2295,176014.46204170023
704,105985.72973604746
676,132446.74405477004
259,185999.4563501092
93,289891.30972283316
106,234246.41921975865
2315,175352.40047511083
1050,120408.97876039175
1095,192482.31930143054
2709,136308.27655098555
758,140292.07348169302
1496,149645.12567833942
2370,115367.85770517039
2458,251891.80908373307
2733,128588.9164731343
161,258933.55345883884
726,145551.58417369772
845,211154.8567277695
947,264324.53432565386
2232,100050.01092638836
2563,136698.2927353975
2299,146765.29150668604
211,112741.00262620302
605,178035.50708057205
1478,216273.22578775432
2247,265475.7129224277
2274,169685.2658738038
2869,203882.3503879004
967,229327.33056137137
2656,105645.20936187128
667,226779.9017808477
1042,105553.50316250231
2023,156282.15210525156
2447,409923.9042870879
2055,125859.02806575094
2275,288687.7700617479
2204,178324.6888877975
1563,271702.9425239652
483,205214.1900960755
796,141292.5857384641
1526,169074.28728772578
2042,146061.90198421417
442,335971.7823642268
1693,324514.71299459744
1468,220602.9644321344
1430,188111.09080282814
2605,172599.38045380713
1529,192006.77378417444
335,137656.79134134258
1287,118407.76730777005
31,100974.64816328828
1785,277611.81719314615
82,159587.46442508578
2620,121222.81671102824
252,201468.7244645722
721,70016.36338220774
2165,189570.21779165068
2316,173044.82868632718
775,125487.47651426784
1558,82116.3114375566
17,196935.0068287995
1022,237517.58326831675
925,135489.31905097622
438,277987.3163885869
1270,142949.829904274
1272,129376.58641328788
215,132781.4286325642
266,219303.67086415488
2402,254517.34475168464
1250,123599.91460684036
1984,105970.7136953823
1279,142934.73919939212
377,255500.2876827755
1252,125164.46268667806
2156,261538.26755893463
499,315765.8737158778
1374,126783.92405609765
2898,249077.56338916117
401,113325.79646359633
2721,164428.69729011809
2078,243646.22476891987
2589,127552.67334971251
1946,224287.94831140732
1334,112588.96050753223
2781,232438.36574138302
431,397072.83821841
576,203952.49076445863
1474,210059.95118408528
2254,144760.90479001915
2155,283693.8634393339
885,99385.07560799606
643,137688.40532524872
1944,126156.88296123351
480,203623.84247152688
2845,112981.6057881137
2387,295642.66962661466
2407,209449.0001502447
2527,153369.22684639558
2514,167089.26715568322
629,164702.11027474294
80,204355.65910878178
1876,138137.4509155771
1546,111935.86694382162
2518,164639.89855291325
2347,152051.67923714494
783,184513.51945549954
1322,71428.5142237864
194,94608.46751242006
1770,282326.45381768723
2143,136503.48700910973
1229,197807.75905374688
511,269700.15820525296
46,209432.76965753126
1348,158523.94886658646
2465,196035.4016835872
387,232512.30002018192
873,209411.19875728994
1918,114610.05617979463
2764,232526.93467637902
2184,110338.29895800534
934,145588.0920793793
1920,127520.11098660617
2631,146153.11340402107
1768,752322.1909696062
2040,109620.35671365283
1749,217498.26193794858
834,249732.1512848638
1457,250078.86351137536
79,125298.8601650578
2302,121460.45882697088
1817,134836.7386577724
2755,240714.28653921434
359,174664.78877874257
2059,121151.43067401594
2092,233305.4994531763
2516,237911.21654621811
150,113633.81811263725
1656,148522.59737177842
83,105775.69622499273
2411,184393.67307345252
795,85722.40620287455
2312,230410.25060168916
2917,98479.95605441893
1624,195019.63516160776
2215,326689.5272568911
1211,143987.8489844642
1485,145082.973925801
1024,169595.0029985883
570,178354.88420849136
2874,126134.80620922444
700,151315.11962490488
2756,219194.10273147776
2022,161789.93333473286
583,209892.7493249356
2392,340855.39598777087
2424,190156.14673906926
212,119695.7389020836
736,116734.63435948215
1610,168652.29170137766
890,114353.46986622829
467,180770.46049295118
578,234843.50830837412
1747,179568.30171792468
1149,172679.514456474
2758,233790.88692878064
857,124255.34881282585
2219,298131.777609263
733,114918.37632896625
2909,107620.15108475668
1798,259344.75871856773
235,112422.35269789086
2366,128692.0221343444
1027,134266.36358512306
1195,127175.84724562819
1303,68859.31876519919
148,170299.27660024894
608,144381.89148960196
2515,180484.83870224675
821,281331.00929963257
2500,286396.6951217657
745,107997.51855306387
741,131382.0845748105
1611,130217.59358421568
2532,125582.22520533165
1081,216510.13427775484
1692,429403.2222856467
2520,182950.14575741004
276,109128.01190459698
1992,122807.99723020333
663,70619.61579207199
418,128594.32965019767
1733,196049.48144662924
2359,150805.977780487
253,196590.66162308012
1518,163352.22857085493
2035,129729.13837975934
2919,89788.13053016957
1540,236195.12159893033
2120,136892.33000729413
1674,185781.4971158098
256,155256.9176057092
2361,111396.3452740451
978,89971.07357556549
2280,141974.7280164231
2095,215160.58259686746
1709,301410.3636548384
2801,227219.37449489595
1246,121885.05853457068
2373,108916.0957199849
1055,263796.89485199185
2017,124827.06366241969
1099,267844.8161719243
1344,89758.20180615559
835,194361.1681282527
1117,224834.24762873596
2043,90769.01650246378
2085,130556.50925832539
410,147978.92371045097
2650,115910.05988272153
2867,179703.59344439214
1668,120873.41072833996
1161,172353.49298264392
2122,177221.59337078003
2539,134121.77120553105
1047,151677.7559969145
1445,123030.14863465083
541,130075.87846922268
569,219646.64657499339
1276,133924.91154329025
918,149637.07600568788
326,164252.96152754882
1936,123854.1856455239
895,91143.51761380608
257,136238.65844874113
1241,169936.87582288726
1545,109711.33404386263
1189,172791.74008534086
270,144996.21124792765
2066,182534.25168903638
693,107630.24682455247
1259,145077.2613902366
2916,143737.36566915808
2321,292981.14085652697
1977,82879.53126946834
1895,152412.7805255996
1240,157483.03746012948
85,142517.92532328225
1823,117570.23792206765
825,276721.89863093325
110,213724.83283826866
697,112967.71618463249
2297,109551.55047087271
1231,139647.68464597958
1355,133229.8607254714
968,337922.87050789
584,205681.71815738518
1315,112769.54068918679
1606,123481.41695636022
206,104315.90881870298
1685,336800.3841385072
2016,121443.79394899482
869,221267.7594571554
2135,129978.89633496605
2346,166495.33701939374
2430,218193.71976142642
2198,118617.33288481123
2652,114761.03386103746
27,117548.29126222887
241,172416.16654926538
906,121710.64289558573
1506,114391.58112735124
2098,345454.0946412646
1435,204712.22781461594
2213,129496.40470552135
1274,137492.69864873495
743,55303.52256757917
1737,205653.0459843274
2797,279555.267483595
2185,73124.59553839822
58,162789.96985075026
830,196687.38307941018
808,124309.248151913
680,161742.32191179416
1153,115042.51652735734
1291,133324.06001602532
1818,131657.61191018214
2161,195239.26050232688
1883,130996.07592910099
350,348117.12258662086
2473,141680.01172257517
295,192554.62141460064
293,182025.52706502395
859,120446.23992018616
288,90310.74176763368
1578,147351.46875505144
102,172938.1298237611
2831,175035.97079799723
1030,173687.2818107752
2551,138327.02590774366
1286,126555.2901186473
958,310682.2614753195
776,123517.17616801661
72,200338.2425085411
2263,262898.0595508077
1866,145696.71647057834
2876,79911.06672008516
2146,271976.03267823404
103,180176.19510009515
1500,128944.34528627884
492,168238.16925475758
167,139339.684419794
2597,117603.71305392234
2685,109718.82610552725
1035,149363.82232866107
1220,76913.78590070063
2602,142903.4372777914
2159,215499.65142387198
695,151431.38813174868
1109,244365.1584973624
640,159982.16714410993
1652,149804.97274227795
2090,185794.00881166622
1188,194015.2707025786
2345,223584.5847337043
1059,411004.332375808
2751,239136.02711901325
128,193424.0951653657
1523,167067.15967929226
2925,141883.64663799506
2145,303687.35895901645
1121,220868.68360807898
566,318852.2127051915
565,212857.51971546942
1331,143103.46780866233
2928,120335.69847314047
156,134564.2391611867
797,139934.43041267982
327,98946.33004651415
2859,156292.5545935267
1453,112896.26118760239
1762,336699.6311252486
1868,195520.7607888448
1760,178388.29233886724
1113,250440.06963758552
1812,193626.87500181442
117,163481.201401487
1142,197533.63600382447
2342,365904.97726856667
927,145165.75514484145
2478,183079.90042207044
655,97429.24596247329
2064,122240.31590849892
369,230765.98140093358
2239,115553.53539457612
2732,222027.91319187917
1653,168454.99903188943
959,214857.6733220168
2395,327568.3851629954
1412,109090.05721338859
271,251885.45785273283
1484,145082.9024948466
1497,142614.45112657337
552,146762.2786647282
2,115636.90655861571
1855,286108.99810260755
4,282447.84299118473
2292,152759.413141918
134,138746.74930552323
646,111439.40187706878
42,307598.6538241641
532,219447.76009450236
713,100416.2711690778
2561,132338.26649306167
2360,132007.48487189453
1333,115207.11195083274
1407,192024.03579222324
2892,268841.1071951474
574,227228.83528466523
1227,139203.08107798337
2591,206020.70228746193
1476,213024.89774679768
1125,251510.18869285603
1446,132728.246581888
408,108507.98371451898
1101,280755.91256146546
2251,192051.54283519127
373,184445.72909785245
2554,122054.9714809414
2382,262207.5631524022
1985,92248.14515038434
519,216032.49945730396
1093,185501.36908180738
864,256743.00095898678
2889,149505.96275969702
2308,184705.30588673678
986,151214.47841492062
1302,136356.62680186785
585,153505.7824982212
2708,139600.1196057284
147,136154.1077558397
1441,217566.58439780833
383,168699.66767383664
285,139752.536475508
181,110238.6599896328
358,165301.99393688497
780,170530.87683872163
258,192540.80794014456
1865,208589.4857755411
692,116008.72050419066
2902,305904.73561703594
508,263843.45106749184
2638,136014.89116310448
36,150424.57876779215
611,163288.8027061395
2281,130119.22014505338
1678,128605.25878119694
1696,457286.91962639516
1557,71048.35225807206
2180,143534.89226532957
1726,222232.1450400386
951,135661.76665530348
267,236937.2006145571
2706,136332.07277989527
2221,223047.88463894717
1357,151840.64493921064
2901,294411.14559959265
347,170618.0974369448
2164,192377.58821971944
1586,301150.0763893494
360,171600.34386518874
1769,221922.2511844344
2617,149947.95098101336
1879,164627.6596611884
991,202141.3965476462
1535,143735.02279273883
1191,162277.7696884722
1579,220099.94571676882
1882,133068.7048218161
1510,122178.29507987972
2196,171921.66357869655
1845,173086.6018436534
2336,395891.3840018678
942,103328.9135647138
861,114297.23911117937
2555,111196.01462237495
1392,144486.6707528692
2099,264036.22900774964
1543,126246.85443389448
948,264724.1844143112
1239,153813.50563848915
22,176540.75765915963
2796,243738.65204949403
2747,177421.67335999754
92,292992.8746739513
210,168379.06556764006
1858,201963.49882391456
2228,164061.60276132068
447,222168.92904518737
827,228678.95862090183
1649,208496.7450446507
682,139699.02641983455
2698,113726.88218983197
494,159789.1444236923
214,94189.47158827845
2441,266704.7726720379
2679,105665.86911421467
1336,114238.09979919382
465,189293.51047367157
1524,144332.9442856576
2543,117917.41713975073
631,135373.8368523071
2452,307751.920852056
228,153164.0788563166
126,153917.93198409618
1092,208755.64081949656
1122,208543.44575965294
932,202698.57767165577
1980,89190.0616050726
2171,115203.0817188515
551,154672.2307042567
2768,181887.34411459698
2056,117400.34458100235
1159,368860.5118000859
2645,124694.01590010282
1174,179075.49431041325
2266,216288.57396996586
2462,404458.9462722973
1219,138335.55597948213
2922,198063.84122008499
118,145619.17115975538
474,183378.03123279987
2576,157757.0910767836
872,273584.5276924634
1077,223801.10416682702
1536,152068.90905163632
1150,122015.14007688768
2341,282743.56483164174
1931,137042.3360846294
2785,127679.22364242435
2538,129112.13259525881
597,211033.15141941182
464,198304.9121070521
233,226034.43753036243
2169,125143.12014513943
2123,164429.57065980602
1867,164674.96711588994
137,248843.46486386118
515,212441.69850676082
933,124016.06822686364
2784,159088.01862573496
972,159083.64589669515
599,164838.27447208494
2614,135011.52843299482
2582,130028.31475772527
1409,157381.6721972132
175,104727.8060170413
352,212841.7737286218
976,94947.3168183973
2134,207338.49417520617
984,111635.75418229957
2396,344354.24732811295
1673,138776.9971008776
404,121357.77772207919
607,157259.77449425939
814,144688.21513859968
868,210062.48972106737
2271,192743.66435226626
1633,237807.2165439913
337,207019.45008160456
2765,182971.66174055493
1746,232176.79591742269
368,316276.8195167342
2806,208925.08232439257
1662,180429.0383729202
1234,203336.69931525728
1373,130250.8056944625
1672,113396.73469126207
1939,120830.81179685067
